id,Standard/Label Name,birthYear,deathYear,birthYearIsApprox,geographyISO,firstName,middleName,lastName,B & P Author Abbrev.,Name
8479,E. Wigham,,,,,Eliza,,Wigham,,"Wigham, Eliza"
78772,A. J. Paton,1963.0,,False,,Alan,James,Paton,A. J. Paton,"Paton, Alan James, Alan James Paton"
1869,V. de Cervantes,1755.0,1829.0,False,,Vicente,de,Cervantes,Cerv.,"Cervantes, Vicente (Vincente) de, Vicente (Vincente) de Cervantes"
89051,O. M. Optasyuk,1979.0,,False,,Olga,Mikhailovna,Optasyuk,Optasyuk,"Optasyuk, Olga Mikhailovna, Olga Mikhailovna Optasyuk, Optasyuk, Olga Mykhaylivna, née Moroz"
68828,De Bardessi,,,,,E.,,De Bardessi,De Bard.,"De Bardessi, E., E. De Bardessi"
29869,L. H. Lippitt,,,,US,Laura,H.,Lippitt,,"Lippitt, Laura H."
67514,D. K. Sandhu,,,,,Dhanwant,K.,Sandhu,D. K. Sandhu,"Sandhu, Dhanwant K., Dhanwant K. Sandhu"
24468,E. E. Pritchard,1902.0,,False,,E.,Evans,Pritchard,,"Pritchard, E. Evans, Evans-Pritchard, Sir Edward Evan"
67466,Dibben,1943.0,,False,US,Martyn,James,Dibben,Dibben,"Dibben, Martyn James, Martyn James Dibben"
5067,A. Frisch,,,,TZ,Andreas,,Frisch,Frisch,"Frisch, Andreas, Andreas Frisch"
26061,K. N. Christensen,,,,GL,K.,N.,Christensen,,"Christensen, K. N."
22271,I. Roche,,,,,Isolda,,Roche,,"Roche, Isolda"
75904,N. Abdullah,,,,,N.,,Abdullah,N. Abdullah,"Abdullah, N., N. Abdullah"
32749,E. Janmoulle,,,,BE,Edouard,,Janmoulle,,"Janmoulle, Edouard"
47260,G. Révoil,,,,"FR, SO",Georges,,Révoil,Révoil,"Révoil, Georges, Georges Révoil"
74895,Tennent,1804.0,1869.0,False,,James,Emerson,Tennent,Tennent,"Tennent, James Emerson, James Emerson Tennent"
71250,Kaufmann,,,,,M.,J.,Kaufmann,Kaufm.,"Kaufmann, M. J., M. J. Kaufmann"
44776,J. Divine,,,,US,John,,Divine,,"Divine, John"
7091,R. Dulymamode,1953.0,,False,MG,Rafic,,Dulymamode,Dulym.,"Dulymamode, Rafic, Rafic Dulymamode"
27686,Barton,,,,US,Barton,,,,Barton
76267,Papatsou,,,,,S.,,Papatsou,Papatsou,"Papatsou, S., S. Papatsou"
1553,A. von Degen,1866.0,1934.0,False,HU,Arpad,von,Degen,Degen,"Degen, Arpad von, Arpad von Felsöhagy Degen, Dr. A. de Degen"
80086,Neusser,,,,,B.,,Neusser,Neusser,"Neusser, B., B. Neusser"
1014,G. C. Wittstein,1810.0,1887.0,False,DE,Georg,Christian,Wittstein,Wittst.,"Wittstein, Georg Christian, Georg Christian Wittstein"
47957,N. V. Malpure,1980.0,,False,IN,Nilesh,Vijay,Malpure,Malpure,"Malpure, Nilesh Vijay, Malpure, N. V., Nilesh Vijay Malpure"
63955,Lueder,,1791.0,,DE,Franz,Hermann Heinrich,Lueder,Lueder,"Lueder, Franz Hermann Heinrich, Franz Hermann Heinrich Lueder"
82777,Pereboom,,,,NL,Nicolaas,Ewoud,Pereboom,Pereb.,"Pereboom, Nicolaas Ewoud, Nicolaas Ewoud Pereboom"
69179,Stevenson,1836.0,1903.0,False,,John,,Stevenson,Stev.,"Stevenson, John, John Stevenson"
20438,R. D. Roseberry,,,,US,R.,D.,Roseberry,,"Roseberry, R. D."
67279,R. Schulz,1873.0,1926.0,False,DE,Roman,,Schulz,R. Schulz,"Schulz, Roman, Roman Schulz"
19268,T. L. Wu,1934.0,,False,CN,Te-ling,,Wu,,"Wu, Te-ling, Wu, Telin"
81662,Sinskaya,1889.0,1965.0,False,RU,Eugeniya,Nikolayevna,Sinskaya,Sinskaya,"Sinskaya, Eugeniya Nikolayevna, Eugeniya Nikolayevna Sinskaya; Sinkaja"
60360,R. J. Moore,1918.0,1988.0,False,CA,Raymond,John,Moore,R. J. Moore,"Moore, Raymond John, Raymond John Moore"
62615,G. C. Wang,,,,,G.,C.,Wang,G. C. Wang,"Wang, G. C., G. C. Wang"
30073,N. Ingerpuu,1954.0,,False,EE,Nele,,Ingerpuu,,"Ingerpuu, Nele"
89268,M. R. Beckett,,,,US,M.,R.,Beckett,,"Beckett, M. R."
10644,A. M. Harvill,1916.0,,False,US,Alton,McCaleb,Harvill,Harvill,"Harvill, Alton McCaleb, Jr., Alton McCaleb Harvill, Jr."
12372,E. Picada,,,,BR,E.,,Picada,,"Picada, E."
35145,M. Cerón,,,,EC,Miguel,,Ceron,,"Ceron, Miguel"
35372,J. W. Adams,1906.0,,False,"CA, US",Joseph,William,Adams,J. W. Adams,"Adams, Joseph William, Joseph William Adams"
64860,S. Schuster,,,,,S.,,Schuster,S. Schust.,"Schuster, S., S. Schuster"
38798,D. Davidson,,,,US,Donald,,Davidson,,"Davidson, Donald"
88848,"Rob. Bauer, M. Lutz, M. Piatek, K. Vánky & F. Oberwinkler",,,,,Robert,,Bauer,"R. Bauer, M. Lutz, Piatek, Vánky & Oberw.","Bauer, Robert, Lutz, Matthias, Piatek, Marcin, Vánky, Kálmán & Oberwinkler, Franz"
88351,I. Huamantupa,,,,PE,Isau,,Huamantupa Chuquimaco,Huamantupa,"Huamantupa Chuquimaco, Isau, Isau Huamantupa Chuquimaco"
27597,E. B. Chorwat,,,,RU,E.,B.,Chorwat,,"Chorwat, E. B."
88009,E. A. Heaslett,,,,MY,E.,A.,Heaslett,,"Heaslett, E. A."
1439,H. Peragallo,1851.0,,False,FR,Hypollyte,,Peragallo,H. Perag.,"Peragallo, Hypollyte, Hypollyte Peragallo"
76516,R. Schneider,,,,,Roswitha,,Schneider,R. Schneid.,"Schneider, Roswitha, Roswitha Schneider"
72555,Caussin,1862.0,1913.0,False,FR,Octave,Arthur,Caussin,Caussin,"Caussin, Octave Arthur, Octave Arthur Caussin"
7640,S. G. R. Littledale,,,,"IS, MN",George,R.,Littledale,,"Littledale, St. George R."
4625,Hikko,,,,JP,Hikko,,,,Hikko
32748,A. Vos Houwink,,1863.0,,NL,Albert,Vos,Houwink,,"Houwink, Albert Vos"
1589,H. Sloane,1660.0,1753.0,False,JM,Hans,,Sloane,Sloane,"Sloane, Hans, Hans Sloane"
48174,Petronelli,,,,GF,Petronelli,,,,Petronelli
24529,J. Salt,1759.0,1810.0,False,,Jonathan,,Salt,J. Salt,"Salt, Jonathan, Jonathan Salt"
87041,A. Akoègninou,,,,BJ,Akpovi,,Akoègninou,Akoègn.,"Akoègninou, Akpovi"
32754,A. Errera,,,,,Alfonso,,Errera,,"Errera, Alfonso"
12163,G. C. G. Argent,1941.0,2019.0,False,"ID, GB",Graham,Charles George,Argent,Argent,"Argent, Graham Charles George, Argent, Graham C. G., Argent, Graham Charles George et alia, Graham Charles George Argent"
26700,L. Tschilikina,,,,,L.,,Tschilikina,,"Tschilikina, L."
76064,Fr. Gay,1858.0,1898.0,False,FR,Francois,,Gay,F.Gay,"Gay, (Henri Felix) Francois, (Henri Felix) Francois Gay"
50440,W. J. Swart,1958.0,,False,"MG, ZA",Wijnand,Johannes,Swart,W. J. Swart,"Swart, Wijnand Johannes, Wijnand Johannes Swart"
19312,P. Johanssen,1889.0,1903.0,False,SE,P.,,Johanssen,,"Johanssen, P."
1250,R. Buxton,1786.0,1865.0,False,,Richard,,Buxton,Buxton,"Buxton, Richard, Richard Buxton"
44269,B. Searle,,,,US,B.,,Searle,,"Searle, B."
83082,W. Lerche,,,,,Witta,,Lerche,W. Lerche,"Lerche, Witta, Witta Lerche"
16082,A. J. Duarte,1909.0,,False,PT,Alexandre,José,Duarte,,"Duarte, Alexandre José"
28719,F. J. Kjellman,,,,,F.,J.,Kjellman,,"Kjellman, F. J. (= F. R.?)"
9432,E. C. Briggs,,,,US,Errol,C.,Briggs,,"Briggs, Errol C."
70737,M. H. Pei,,,,,Ming-Hao,,Pei,M. H. Pei,"Pei, Ming-Hao, Ming-Hao Pei"
76363,,1886.0,1938.0,False,,H.,S.,Yates-1,,H. S. Yates-1
2185,R. A. Howard,1917.0,2003.0,False,"BS, DO, US, JM, TT, CU",Richard,Alden,Howard,R. A. Howard,"Howard, Richard Alden, Richard Alden Howard"
7005,R. E. Newell,,,,CA,Ruth,E.,Newell,,"Newell, Ruth E."
72679,Dounin,,,,RU,M.,S.,Dounin,Dounin,"Dounin, M. S., M. S. Dounin"
10517,Toufet,,,,MR,Toufet,,,,Toufet
37812,N. F. Good,1939.0,,False,US,Norma,F.,Good,,"Good, Norma F."
74637,Glen Bott,,,,,Janet,I.,Glen Bott,Glen Bott,"Glen Bott, Janet I., Janet I. Glen Bott"
61962,Huber-Pestalozzi,1877.0,1966.0,False,,Gottfried,Eduard,Huber-Pestalozzi,Hub.-Pest.,"Huber-Pestalozzi, Gottfried Eduard, Gottfried Eduard Huber-Pestalozzi"
65889,Hampton,,,,US,W.,C.,Hampton,Hampton,"Hampton, W. C., W. C. Hampton"
14077,A. Bernard,,,,EC,A.,,Bernard,,"Bernard, A."
87099,N. Hemphill,,,,US,Norman,,Hemphill,,"Hemphill, Norman"
9971,G. M. Versteeg,1876.0,1943.0,False,"ID, SR, PG",Gerard,Martinus,Versteeg,,"Versteeg, Gerard Martinus"
73807,M.-F. Magne,,,,,Marie-France,,Magne,M.-F. Magne,"Magne, Marie-France, Marie-France Magne"
79311,R. Morgan,1863.0,1900.0,False,,Robert,,Morgan,R. Morgan,"Morgan, Robert, Robert Morgan"
4848,Fischer,,,,NO,Fischer,,,,Fischer
67211,Daguillon,1862.0,1908.0,False,FR,Auguste,Prosper,Daguillon,Daguillon,"Daguillon, Auguste Prosper, Auguste Prosper Daguillon"
35527,V. Demoulin,1946.0,,False,BE,Vincent,,Demoulin,Demoulin,"Demoulin, Vincent, Vincent Demoulin"
9660,F. Y. Hwang,,,,CN,Fung-yuan,,Hwang,,"Hwang, Fung-yuan, Hwang, F. Y."
66284,R. de Wit,,,,,R.,,de Wit,R. de Wit,"de Wit, R., R. de Wit"
1878,K. Kavina,1890.0,1948.0,False,CZ,Karel,,Kavina,Kavina,"Kavina, Karel, Karel Kavina, Kavina, K."
13493,J. Overall,,,,AU,J.,,Overall,,"Overall, J."
8279,J. Dey,,,,US,J.,,Dey,,"Dey, J."
1011,M. de R. J. Oliveira,,,,BR,Millen,de R. J.,Oliveira,M. R. J. Oliveira,"Oliveira, Millen de R. J., Millen de R. J. Oliveira"
37992,H. Pittery,,,,CG,Richard,,Pittery,,"Pittery, Richard"
5723,T. Furuki,,,,JP,Tatsuwo,,Furuki,Furuki,"Furuki, Tatsuwo, Tatsuwo Furuki"
39442,A. Richter,1868.0,1927.0,False,HU,Vincenz,Aladár,Richter,V.A.Richt.,"Richter, Vincenz Aladár, Vincenz Aladár Richter, Richter, Aladár, Richter Aladár-tól, Aradon"
24270,R. Mundy,,,,NZ,R.,,Mundy,,"Mundy, R."
83398,Mouterde,1892.0,1972.0,False,FR,Paul,,Mouterde,Mouterde,"Mouterde, Paul, Paul Mouterde"
49110,P. E. Chen,,,,CN,Ping-en,,Chen,,"Chen, Ping-en, Chen Ping En"
10605,J. Gomes Pedro,,,,PT,José,,Gomes Pedro,,"Gomes Pedro, José"
21463,A. Mikkelsen,1889.0,,False,DK,Anton,,Mikkelsen,,"Mikkelsen, Anton"
6000,C. J. Moser,,,,"AT, US",Carl,J.,Moser,,"Moser, Carl J."
73606,P. Romero,,,,,P.,,Romero Manrique,P. Romero,"Romero Manrique, P., P. Romero Manrique"
74301,B. Yates,,,,,Bronwen,,Yates,B. Yates,"Yates, Bronwen, Bronwen Yates"
65844,Orpurt,,,,,Philip,A.,Orpurt,Orpurt,"Orpurt, Philip A., Philip A. Orpurt"
6561,V. S. Ramachandran,,,,IN,Veerambakkam,Srinivasan,Ramachandran,V.S.Ramach.,"Ramachandran, Veerambakkam Srinivasan, Veerambakkam Srinivasan Ramachandran"
80386,Childs,1888.0,,False,,Le,Roy,Childs,Childs,"Childs, Le Roy, Le Roy Childs"
46135,A. B. M. E. Hossain,1945.0,,False,BD,A.,B. M. Enayet,Hossain,E. Hossain,"Hossain, A. B. M. Enayet, A. B. M. Enayet Hossain"
64174,Dimitrieva,1905.0,,False,,A.,R.,Dimitrieva,Dimitr.,"Dimitrieva, A. R., A. R. Dimitrieva"
42944,P. A. Ormerod,1969.0,,False,"PG, AU",Paul,Abel,Ormerod,Ormerod,"Ormerod, Paul Abel, Paul Abel Ormerod; Paul Ormerod"
16633,Sigsworth,,,,,Sigsworth,,,,Sigsworth
87555,E. Reid & M. Chandler,,,,,Eleanor,Mary Wynne-Edwards & Chandler,Reid,E. Reid & M. Chandler,"Reid, Eleanor Mary Wynne-Edwards & Chandler, Marjorie Elizabeth Jane"
90571,M. Gorshkov,,,,RU,M.,,Gorshkov,,"Gorshkov, M."
87325,J. Prohens,,,,ES,Jaime,,Prohens Tomás,Prohens,"Prohens Tomás, Jaime, Jaime Prohens Tomás, Prohens, J."
90143,L. Kramarenko,,,,RU,L.,,Kramarenko,,"Kramarenko, L."
34733,M. S. Brunell,1964.0,,False,US,Mark,S.,Brunell,,"Brunell, Mark S."
34809,Th. Vogel,,,,DE,Th.,,Vogel,,"Vogel, Th."
4781,A. M. V. Lopes,1943.0,,False,BR,Amélia,Moema Veiga,Lopes,,"Lopes, Amélia Moema Veiga"
2133,A. R. Wallace,1822.0,1913.0,False,"ID, MY, VE, BR",Alfred,Russel,Wallace,Wallace,"Wallace, Alfred Russel, Alfred Russel Wallace"
12097,S. Tan,1957.0,,False,NL,S.,,Tan,,"Tan, S., Tan, Sonny"
33557,Lejards,,,,,Lejards,,,,Lejards
40837,M. C. M. Werkhoven,1946.0,,False,"SR, GF",Marga,C. M.,Werkhoven,Werkhoven,"Werkhoven, Marga C. M., Marga C. M. Werkhoven"
60653,Ferre,,,,FR,Yvette,de,Ferre,Ferre,"Ferre, Yvette de, Yvette de Ferre"
1623,R. Benoist,1881.0,1970.0,False,"MG, EC, MA, FR, GF",Raymond,,Benoist,Benoist,"Benoist, Raymond, Raymond Benoist"
47983,W. J. Thurlow,,,,CA,W.,J.,Thurlow,,"Thurlow, W. J."
33209,J. C. Nerin,,,,US,J.,C.,Nerin,,"Nerin, J. C., ""Nerin"" probably an error for ""Nevin"" (Joseph Cook)"
44666,Hotson,,,,"IR, PK",Hotson,,,,Hotson
50249,J. Springer,,,,US,Jack,,Springer,,"Springer, Jack"
4660,V. S. Po,,,,CN,Vong,Sing,Po,,"Po, Vong Sing"
86505,J. Lissot,,,,VE,J.,,Lissot,,"Lissot, J."
70579,Y. T. Hsu,,,,,Y.,T.,Hsu,Y. T. Hsu,"Hsu, Y. T., Y. T. Hsu"
46973,J. A. L. Seidl,,,,,J.,A. L.,Seidl,,"Seidl, J. A. L."
68580,W. H. Baxter,1816.0,1890.0,False,,William,Hart,Baxter,W. H. Baxter,"Baxter, William Hart, William Hart Baxter"
66077,Cheype,,,,,J.-L.,,Cheype,Cheype,"Cheype, J.-L., J.-L. Cheype"
2702,G. S. Perrottet,1793.0,1870.0,False,"FR, CH, IN, SN",George,Samuel,Perrottet,Perr.,"Perrottet, George (Georges Guerrard) Samuel, George Samuel Perrottet"
8330,C. F. Appun,1820.0,1872.0,False,"GY, VE, DE",Carl,Ferdinand,Appun,Appun,"Appun, Carl Ferdinand, Carl Ferdinand Appun"
27820,J. V. Rudramuny,1945.0,,False,IN,Jagalur,Veeranna,Rudramuny,,"Rudramuny, Jagalur Veeranna"
64078,H. S. Coe,1888.0,1918.0,False,,Howard,Sheldon,Coe,H. S. Coe,"Coe, Howard Sheldon, Howard Sheldon Coe"
89234,H. Balinof,,,,,Hugo,,Balinof,,"Balinof, Hugo"
2491,I. F. Tausch,1793.0,1848.0,False,CZ,Ignaz,Friedrich,Tausch,Tausch,"Tausch, Ignaz Friedrich, Ignaz Friedrich Tausch"
76645,Wenzig,1824.0,1892.0,False,DE,Theodor,,Wenzig,Wenz.,"Wenzig, Theodor, Theodor Wenzig"
34083,B. Winterthaler,,,,,B.,,Wintherthaler,,"Wintherthaler, B."
74591,Schwöbel,,,,,H.,,Schwobel,Schwöbel,"Schwobel, H., H. Schwöbel"
73058,L. C. Morrill,,,,,L.,C.,Morrill,L. C. Morrill,"Morrill, L. C., L. C. Morrill"
79815,Rama N. Singh,1915.0,,False,,Rama,Nagina,Singh,Rama N. Singh,"Singh, Rama Nagina, Rama Nagina Singh"
87503,K. J. Wurdack,,,,US,Kenneth,J.,Wurdack,,"Wurdack, Kenneth J., Wurdack, K. J."
22971,A. A. Antero Kalela,1908.0,1977.0,False,"CA, FI",Aimo,Aarno Antero,Kalela,Kalela,"Kalela, Aimo Aarno Antero, before 1935, Cajander, A. A. A."
49372,G. Amidei,1786.0,1870.0,False,IT,Gaspare,,Amidei,,"Amidei, Gaspare"
17615,E. F. Glenn,,,,US,Edwin,F.,Glenn,,"Glenn, Edwin F., Edwin F. Glenn, Glenn, E. F."
38001,C. J. Webb,1949.0,,False,NZ,Colin,James,Webb,C. J. Webb,"Webb, Colin James, Colin James Webb"
25114,F. M. Struthers,,,,,F.,M.,Struthers,,"Struthers, F. M."
41494,Lloyd Williams,,,,US,Lloyd,,Williams,,"Williams, Lloyd"
7488,T. White,,,,AU,T.,,White,,"White, T."
65665,Mottet,1861.0,1930.0,False,FR,Seraphin,Joseph,Mottet,Mottet,"Mottet, Seraphin Joseph, Seraphin Joseph Mottet"
28260,P. C. Bötzker,1839.0,1930.0,False,EC,Père,Christian,Bötzker,,"Bötzker, Rev. Père Christian"
66008,L. Engel,,,,,L.,,Engel,L. Engel,"Engel, L., L. Engel"
13222,L. A. Mehrhoff,,,,US,Loyal,A.,Mehrhoff,,"Mehrhoff, Loyal A."
82195,Gasparikova,,,,,Viera,,Gasparikova,Gasparik.,"Gasparikova, Viera, Viera Gasparikova"
3057,P. Wilkie,,,,ID,P.,,Wilkie,P. Wilkie,"Wilkie, P."
14201,B. Williams,,,,US,B.,,Williams,,"Williams, B."
49300,M. S. Campbell,,,,FR,M.,S.,Campbell,,"Campbell, Miss M. S."
44714,M. Matsuda,,,,JP,M.,,Matsuda,,"Matsuda, M."
49165,V. Tognetti,,,,VE,Vilma,,Tognetti,,"Tognetti, Vilma"
62828,Gola,1877.0,1956.0,False,IT,Giuseppe,,Gola,Gola,"Gola, Giuseppe, Giuseppe Gola"
10639,I. Paasio,1906.0,,False,FI,Iimari,,Paasio,,"Paasio, Iimari"
65641,J. S. Murray,,,,,J.,S.,Murray,J. S. Murray,"Murray, J. S., J. S. Murray"
29906,Y. I. Prokhanov,1902.0,1965.0,False,"RU, MN",Yaroslav,Ivanovic,Prokhanov,,"Prokhanov, Yaroslav Ivanovic, Prochanov"
71304,Battacharjee,,,,,Battacharjee,,,Battach.,"Battacharjee, Battacharjee"
35618,A. Le Moyne,,,,CO,Augusto,Le,Moyne,,"Moyne, Augusto Le"
20056,P. S. Peterson,1946.0,,False,US,Paul,S.,Peterson,,"Peterson, Paul S."
43391,E. C. M. Stewart,,,,IN,E.,C. M.,Stewart,,"Stewart, (Miss) E. C. M."
9727,R. Descoings,,,,MG,R.,,Descoings,,"Descoings, R."
40694,A. Val de Lièvre,1816.0,1885.0,False,IT,Anton,,Val de Lièvre,,"Val de Lièvre, Anton"
11173,B. Gries,1937.0,,False,DE,Brunhild,,Gries,,"Gries, Brunhild"
88435,J. A. Tate,,,,US,Jennifer,Alane,Tate,J. A. Tate,"Tate, Jennifer Alane"
81489,Silver,,1865.0,,,Alexandre,,Silver,Silver,"Silver, Alexandre, Alexandre Silver"
86279,C. T. Witsell,,,,US,C.,Theo,Witsell,Witsell,"Witsell, C. Theo"
65053,M. S. Khan,1924.0,2002.0,False,BD,Mohammed,Salar,Khan,M. S. Khan,"Khan, Mohammed (Mohan) Salar, Mohammed (Mohan) Salar Khan"
26282,K. Oka,1918.0,,False,JP,Kunio,,Oka,,"Oka, Kunio"
26361,E. Allan,1915.0,,False,PG,Ernst,,Allan,,"Allan, Ernst"
42368,S. A. Wolfram,,,,US,Stanley,A.,Wolfram,,"Wolfram, Stanley A."
61204,Ueki,,,,,Robert,,Ueki,Ueki,"Ueki, Robert, Robert Ueki"
45180,M. Salzmann,,,,AT,M.,,Salzmann,,"Salzmann, M."
73528,P. S. Bacon,,,,,P.,S.,Bacon,P. S. Bacon,"Bacon, P. S., P. S. Bacon"
1422,H. Zippel,,,,DE,Hermann,,Zippel,Zippel,"Zippel, Hermann, Hermann Zippel"
69131,Green,,,,,Thomas,,Green,Green,"Green, Thomas, Thomas Green"
43993,E. E. Gaertner,1921.0,,False,US,Erika,Eva,Gaertner,,"Gaertner, Erika Eva"
79328,Vilyasoo,,,,,L.,,Vilyasoo,Vilyasoo,"Vilyasoo, L., L. Vilyasoo"
9071,J. E. Lewis,1956.0,,False,"CN, US",Jane,Elaine,Lewis,J. E. Lewis,"Lewis, Jane Elaine, Jane Elaine Lewis"
68892,Bernaux,,,,,P.,,Bernaux,Bernaux,"Bernaux, P., P. Bernaux"
36252,B. J. O'Shea,1943.0,2019.0,False,GB,Brian,John,O'Shea,O'Shea,"""OShea, Brian John"", ""Brian John OShea"""
77635,T. G. Buch,1929.0,2011.0,False,RU,Tamara,Georgievna,Buch,T.G.Buch,"Buch, Tamara Georgievna, Tamara Georgievna Buch, Butsch, Tamara Georgievna"
14869,Moyes,,,,FR,Moyes,,,,Moyes
64312,K. W. Yeh,,,,,K.,W.,Yeh,K. W. Yeh,"Yeh, K. W., K. W. Yeh"
88961,J. W. McWhorter,,,,US,J.,W.,McWhorter,,"McWhorter, J. W."
11563,L. Y. Chen,,,,CN,Li-yun,,Chen,L.Y.Chen,"Chen, Li-yun, Li-Yun Chen"
37392,V. Hollowell,,,,BR,Victoria,,Hollowell,,"Hollowell, Victoria, Hollowell, V."
44129,J. Bisset,1843.0,1911.0,False,JP,James,,Bisset,Bisset,"Bisset, James, James Bisset"
37339,P. Namur,,,,AR,Pedro,,Namur,,"Namur, Pedro"
38011,G. Nyman,,,,SE,Georg,,Nyman,,"Nyman, Georg"
32753,G. J. Rains,1803.0,1881.0,False,US,Gabriel,James,Rains,,"Rains, Gabriel James"
82829,Imms,1880.0,,False,,Augustus,Daniel,Imms,Imms,"Imms, Augustus Daniel, Augustus Daniel Imms"
15134,C. E. Hughes,1957.0,,False,"GT, MX",Colin,Edward,Hughes,C. E. Hughes,"Hughes, Colin Edward, Colin Edward Hughes, Colin Hughes, Hughes, C. E., Hughes, C. E. et alia"
19025,D. H. Lorence,1946.0,,False,"MU, MX, US",David,H.,Lorence,Lorence,"Lorence, David H., David H. Lorence"
30888,J. Clarke,,,,US,Joseph,,Clarke,,"Clarke, Joseph"
600,A. S. Bruzelius,1799.0,1865.0,False,SE,Arvid,Sture,Bruzelius,Bruzelius,"Bruzelius, Arvid Sture, Arvid Sture Bruzelius"
90401,F. Valle,1953.0,,False,,Francisco,,Valle,F.Valle,"Valle, Francisco, Francisco Valle, Valle Tendero, Francisco"
14092,R. Bello,,,,BR,Renato,,Bello,,"Bello, Renato, Bello, R."
21532,Y. Y. Geng,,,,CN,Yu-Ying,,Geng,Y. Y. Geng,"Geng, Yu-Ying, Yuying Geng, Yu-Ying Geng"
336,M. A. Brandza,1868.0,1934.0,False,RO,Marcel,Alex,Brândza,Brândza,"Brândza, Marcel Alex, Marcel Alex Brandza"
30034,Brade,,,,,Brade,,,,Brade
65908,Hering,1800.0,1880.0,False,"NL, SR",Constantin,J.,Hering,Hering,"Hering, Constantin J., Constantin J. Hering"
39805,G. Parrique,1851.0,1907.0,False,FR,Géraud,,Parrique,Parrique,"Parrique, Géraud, Geraud Parrique; Frère Gasilien, Parrique, Géraud ""Frère Gasilien"""
27178,H. A. Al-Ani,1935.0,,False,IQ,Hikmat,A.,Al-Ani,,"Al-Ani, Hikmat A."
90413,W. King,,,,US,Willis,,King,,"King, Willis"
23940,Boyd,,,,US,Boyd,,,,Boyd
4770,P. C. M. Veitch,1850.0,1929.0,False,ZA,Peter,Christian Massyn,Veitch,,"Veitch, Peter Christian Massyn"
10348,S. Bloembergen,1905.0,1992.0,False,"ID, TH, NL",Siebe,,Bloembergen,Bloemb.,"Bloembergen, Siebe, Siebe Bloembergen"
72142,Chemin,1876.0,1945.0,False,FR,Émile,,Chemin,Chemin,"Chemin, Émile, Émile Chemin"
44700,X. R. García Martinez,1951.0,,False,ES,Xose,Ramon,García Martinez,,"García Martinez, Xose Ramon"
11880,J. Z. Sung,1948.0,,False,CN,Ji-zhou,,Sung,J. Z. Sung,"Sung, Ji-zhou"
17745,J. Ouellet,,,,CA,J.,,Ouellet,,"Ouellet, J."
28748,B. Krug,1905.0,,False,JP,Bertram,,Krug,,"Krug, Bertram"
31297,E. Sanoja,,,,VE,Elio,,Sanoja,,"Sanoja, Elio"
17376,Aug. Kummer,1898.0,,False,,Auguste,,Kummer,,"Kummer, Auguste"
70082,J. V. Baranova,,,,,J.,V.,Baranova,J. V. Baranova,"Baranova, J. (Yu) V., J. (Yu) V. Baranova"
33850,O. Caso,,,,AR,O.,,Caso,,"Caso, O."
58,J. A. Macklin,1968.0,,False,"CA, US",James,A.,Macklin,J. A. Macklin,"Macklin, James A., James A. Macklin"
8800,Middleton,,,,US,Middleton,,,,"Middleton, R. M.?"
89451,A. L. Winner,,,,US,Annette,Lewis,Winner,Winner,"Winner, Annette Lewis, Annette Lewis Winner"
71379,Gravina,,,,,Pasquale,,Gravina,Gravina,"Gravina, Pasquale, Pasquale Gravina"
20257,A. Rompietti,,,,IT,A.,,Rompietti,,"Rompietti, A."
73826,J. Schneider bis,,,,DE,Joseph,,Schneider,J. Schneid. bis,"Schneider, Joseph (Josef), Joseph (Josef) Schneider"
45486,Drielsma,,,,NL,Drielsma,,,,Drielsma
38252,Slendel,,,,,Slendel,,,,Slendel
68815,Manimohan,,,,IN,P.,,Manimohan,Manim.,"Manimohan, P., P. Manimohan"
16032,Dr. Bluhm,,,,RU,Bluhm,,,,"Bluhm, Dr."
8066,H. Bromwich,1828.0,1907.0,False,,Henry,,Bromwich,,"Bromwich, Henry"
18126,"H. Mann, Sr.",1796.0,1859.0,False,US,Horace,,Mann,,"Mann, Horace, Sr."
16929,M. I. Sole,1888.0,1948.0,False,ZA,Myrtle,Irene,Sole,,"Sole, Myrtle Irene"
45147,J. da Silva Tavares,1866.0,1931.0,False,PT,Joaquim,da,Silva Tavares,,"Silva Tavares, Joaquim da"
19363,Spitzer,,,,TR,Spitzer,,,,Spitzer
9748,J. R. Shepherd,,,,,J.,R.,Shepherd,,"Shepherd, J. R."
3054,R. J. V. Alves,1965.0,,False,"CZ, ID, MY, BR, SK",Ruy,Jose Valka,Alves,R. J. V. Alves,"Alves, Ruy Jose Valka, Alves, R. J. V., Ruy Alves, Ruy Jose Válka Alves; Ruy Alves"
17398,D. J. B. Killick,1926.0,2008.0,False,ZA,Donald,Joseph Boomer,Killick,Killick,"Killick, Donald Joseph Boomer, Donald Joseph Boomer Killick, Killick, D. J. B."
87867,M. Arif,,,,PK,M.,,Arif,,"Arif, M."
22982,A. L. Brow,,,,US,A.,L.,Brow,,"Brow, A. L."
66926,Ayobangira,,,,,Francois-Xavier,,Ayobangira,Ayob.,"Ayobangira, Francois-Xavier, Francois-Xavier Ayobangira"
17045,H. D. Burke,,,,US,H.,D.,Burke,,"Burke, H. D."
3131,N. F. Thayer,,,,US,Nora,F.,Thayer,,"Thayer, Nora F., Nora F. Thayer, Thayer, N. F."
4084,C. H. Hartmann,,,,"PG, AU",Carl,H.,Hartmann,,"Hartmann, Carl H."
26820,F. A. Todd,,,,,Frances,A.,Todd,,"Todd, Frances A."
